Time(ms),pt_a003,pt_a009,lc_a016,lc_a017,lc_a018,lc_a019,lc_a020,lc_a021,log_enable_tkbk,log_enable_cmd,sv_a010_tkbk,sv_a010_cmd,sv_a011_tkbk,sv_a011_cmd,sv_a012_tkbk,sv_a012_cmd,sv_a013_tkbk,sv_a013_cmd,sv_a014_tkbk,sv_a014_cmd,sv_a015_tkbk,sv_a015_cmd
1570706,2741.0,2751.0,0.0,389592.0,8388607.0,-7498.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1570801,2738.0,2752.0,0.0,389493.0,8388607.0,-7455.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1570876,2742.0,2751.0,0.0,389260.0,8388607.0,-7532.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1570973,2739.0,2748.0,0.0,389425.0,8388607.0,-7743.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571049,2742.0,2751.0,0.0,389323.0,8388607.0,-7579.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571140,2739.0,2752.0,0.0,389648.0,8388607.0,-7608.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571214,2738.0,2748.0,0.0,389429.0,8388607.0,-7559.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571309,2745.0,2749.0,0.0,389639.0,8388607.0,-7618.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571387,2746.0,2753.0,0.0,389729.0,8388607.0,-7664.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571476,2739.0,2755.0,0.0,389393.0,8388607.0,-7707.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571563,2740.0,2751.0,0.0,389278.0,8388607.0,-7440.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571670,2743.0,2750.0,0.0,389726.0,8388607.0,-7627.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571748,2742.0,2749.0,0.0,389227.0,8388607.0,-7586.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571859,2741.0,2749.0,0.0,389487.0,8388607.0,-7385.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1571944,2742.0,2752.0,0.0,389772.0,8388607.0,-7645.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1572046,2741.0,2751.0,0.0,389935.0,8388607.0,-7503.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
