Time(ms),pt_a003,pt_a009,lc_a016,lc_a017,lc_a018,lc_a019,lc_a020,lc_a021,log_enable_tkbk,log_enable_cmd,sv_a010_tkbk,sv_a010_cmd,sv_a011_tkbk,sv_a011_cmd,sv_a012_tkbk,sv_a012_cmd,sv_a013_tkbk,sv_a013_cmd,sv_a014_tkbk,sv_a014_cmd,sv_a015_tkbk,sv_a015_cmd
542982,2741.0,2750.0,0.0,113419.0,8388607.0,-7267.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543047,2740.0,2751.0,0.0,113531.0,8388607.0,-7341.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543154,2738.0,2750.0,0.0,113369.0,8388607.0,-7348.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543247,2741.0,2751.0,0.0,113552.0,8388607.0,-7407.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543336,2741.0,2754.0,0.0,113549.0,8388607.0,-7055.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543425,2739.0,2751.0,0.0,113510.0,8388607.0,-7310.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543513,2742.0,2751.0,0.0,113351.0,8388607.0,-7227.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543610,2741.0,2754.0,0.0,113464.0,8388607.0,-7099.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543705,2741.0,2748.0,0.0,113515.0,8388607.0,-7368.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543781,2741.0,2753.0,0.0,113572.0,8388607.0,-7234.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543872,2740.0,2749.0,0.0,113646.0,8388607.0,-7132.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543949,2739.0,2753.0,0.0,113499.0,8388607.0,-7115.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544053,2744.0,2752.0,0.0,113577.0,8388607.0,-6973.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544137,2740.0,2751.0,0.0,113662.0,8388607.0,-7286.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544238,2745.0,2750.0,0.0,113516.0,8388607.0,-7380.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544305,2743.0,2753.0,0.0,113529.0,8388607.0,-7497.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544384,2739.0,2749.0,0.0,113482.0,8388607.0,-7216.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
