Time(ms),pt_a003,pt_a009,lc_a016,lc_a017,lc_a018,lc_a019,lc_a020,lc_a021,log_enable_tkbk,log_enable_cmd,sv_a010_tkbk,sv_a010_cmd,sv_a011_tkbk,sv_a011_cmd,sv_a012_tkbk,sv_a012_cmd,sv_a013_tkbk,sv_a013_cmd,sv_a014_tkbk,sv_a014_cmd,sv_a015_tkbk,sv_a015_cmd
1405145,2743.0,2755.0,0.0,293831.0,8388607.0,-7682.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405219,2740.0,2752.0,0.0,293864.0,8388607.0,-7645.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405297,2740.0,2749.0,0.0,293881.0,8388607.0,-7457.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405379,2742.0,2753.0,0.0,293737.0,8388607.0,-7846.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405460,2745.0,2758.0,0.0,294044.0,8388607.0,-7713.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405555,2744.0,2752.0,0.0,293777.0,8388607.0,-7768.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405633,2743.0,2752.0,0.0,293725.0,8388607.0,-7591.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405712,2742.0,2752.0,0.0,293775.0,8388607.0,-7606.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405809,2746.0,2756.0,0.0,293814.0,8388607.0,-7762.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405901,2743.0,2751.0,0.0,293765.0,8388607.0,-7680.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405973,2739.0,2750.0,0.0,293807.0,8388607.0,-7658.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406086,2741.0,2752.0,0.0,293834.0,8388607.0,-7533.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406163,2739.0,2748.0,0.0,293861.0,8388607.0,-7560.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406261,2739.0,2750.0,0.0,293864.0,8388607.0,-7611.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406325,2742.0,2751.0,0.0,293838.0,8388607.0,-7778.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406416,2743.0,2751.0,0.0,293777.0,8388607.0,-7551.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406506,2742.0,2749.0,0.0,294032.0,8388607.0,-7620.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406593,2743.0,2754.0,0.0,293873.0,8388607.0,-7572.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406665,2739.0,2754.0,0.0,293740.0,8388607.0,-7409.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406756,2740.0,2752.0,0.0,293579.0,8388607.0,-7595.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406849,2748.0,2758.0,0.0,293985.0,8388607.0,-7743.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406938,2742.0,2748.0,0.0,293982.0,8388607.0,-7623.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407012,2741.0,2749.0,0.0,294007.0,8388607.0,-7728.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407101,2739.0,2751.0,0.0,293734.0,8388607.0,-7513.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407173,2745.0,2757.0,0.0,293795.0,8388607.0,-7411.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407283,2744.0,2753.0,0.0,293672.0,8388607.0,-7604.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407371,2745.0,2751.0,0.0,293628.0,8388607.0,-7703.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407465,2740.0,2755.0,0.0,293879.0,8388607.0,-7659.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407553,2742.0,2750.0,0.0,293510.0,8388607.0,-7521.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
