Time(ms),pt_a003,pt_a009,lc_a016,lc_a017,lc_a018,lc_a019,lc_a020,lc_a021,log_enable_tkbk,log_enable_cmd,sv_a010_tkbk,sv_a010_cmd,sv_a011_tkbk,sv_a011_cmd,sv_a012_tkbk,sv_a012_cmd,sv_a013_tkbk,sv_a013_cmd,sv_a014_tkbk,sv_a014_cmd,sv_a015_tkbk,sv_a015_cmd
861210,2742.0,2754.0,0.0,172177.0,8388607.0,-7644.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861301,2739.0,2747.0,0.0,172261.0,8388607.0,-7316.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861373,2742.0,2750.0,0.0,172539.0,8388607.0,-7173.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861481,2738.0,2748.0,0.0,172452.0,8388607.0,-7589.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861553,2738.0,2747.0,0.0,172382.0,8388607.0,-7246.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861666,2736.0,2750.0,0.0,172224.0,8388607.0,-7489.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861742,2736.0,2752.0,0.0,172180.0,8388607.0,-7498.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861837,2738.0,2748.0,0.0,172242.0,8388607.0,-7329.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861911,2740.0,2749.0,0.0,171900.0,8388607.0,-7311.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862022,2739.0,2748.0,0.0,172062.0,8388607.0,-7408.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862082,2740.0,2750.0,0.0,172355.0,8388607.0,-7331.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862194,2739.0,2750.0,0.0,172088.0,8388607.0,-7406.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862279,2735.0,2747.0,0.0,172061.0,8388607.0,-7374.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862379,2736.0,2746.0,0.0,172007.0,8388607.0,-7477.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862445,2743.0,2752.0,0.0,172242.0,8388607.0,-7443.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862526,2739.0,2747.0,0.0,172182.0,8388607.0,-7299.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862602,2745.0,2752.0,0.0,172107.0,8388607.0,-7700.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862708,2739.0,2748.0,0.0,171929.0,8388607.0,-7406.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862776,2738.0,2750.0,0.0,171933.0,8388607.0,-7478.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862852,2738.0,2750.0,0.0,171903.0,8388607.0,-7313.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862943,2743.0,2753.0,0.0,171856.0,8388607.0,-7386.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863035,2737.0,2748.0,0.0,172175.0,8388607.0,-7388.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863130,2737.0,2746.0,0.0,171945.0,8388607.0,-7500.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863224,2739.0,2750.0,0.0,171727.0,8388607.0,-7394.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863300,2741.0,2750.0,0.0,171966.0,8388607.0,-7540.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863409,2736.0,2748.0,0.0,171717.0,8388607.0,-7280.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863497,2738.0,2747.0,0.0,171880.0,8388607.0,-7310.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863588,2738.0,2752.0,0.0,171668.0,8388607.0,-7191.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863680,2741.0,2752.0,0.0,172078.0,8388607.0,-7202.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863768,2740.0,2751.0,0.0,171793.0,8388607.0,-7274.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863874,2740.0,2750.0,0.0,171868.0,8388607.0,-7279.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863962,2737.0,2750.0,0.0,172064.0,8388607.0,-7446.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864050,2737.0,2748.0,0.0,171801.0,8388607.0,-7220.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864122,2736.0,2747.0,0.0,171750.0,8388607.0,-7256.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864210,2745.0,2753.0,0.0,171649.0,8388607.0,-7420.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864319,2739.0,2749.0,0.0,171874.0,8388607.0,-7425.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864409,2739.0,2749.0,0.0,171549.0,8388607.0,-7491.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864497,2736.0,2748.0,0.0,171711.0,8388607.0,-7294.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864588,2739.0,2749.0,0.0,171562.0,8388607.0,-7353.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864686,2739.0,2750.0,0.0,171850.0,8388607.0,-7375.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864761,2739.0,2747.0,0.0,171823.0,8388607.0,-7313.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864870,2739.0,2748.0,0.0,171485.0,8388607.0,-7425.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864943,2738.0,2745.0,0.0,171882.0,8388607.0,-7186.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865049,2736.0,2747.0,0.0,171760.0,8388607.0,-7357.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865122,2742.0,2750.0,0.0,171580.0,8388607.0,-7405.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865218,2739.0,2746.0,0.0,171591.0,8388607.0,-7459.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865294,2736.0,2747.0,0.0,171858.0,8388607.0,-7366.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865383,2739.0,2752.0,0.0,171389.0,8388607.0,-7586.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865460,2739.0,2749.0,0.0,171499.0,8388607.0,-7369.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865548,2736.0,2750.0,0.0,171478.0,8388607.0,-7448.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865640,2745.0,2755.0,0.0,171721.0,8388607.0,-7391.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865732,2740.0,2746.0,0.0,171861.0,8388607.0,-7244.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865805,2739.0,2751.0,0.0,171759.0,8388607.0,-7325.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865879,2736.0,2750.0,0.0,171756.0,8388607.0,-7456.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865970,2744.0,2755.0,0.0,171526.0,8388607.0,-7669.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
866079,2738.0,2747.0,0.0,171299.0,8388607.0,-7334.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
866155,2740.0,2750.0,0.0,171643.0,8388607.0,-7349.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
