Time(ms),pt_a003,pt_a009,lc_a016,lc_a017,lc_a018,lc_a019,lc_a020,lc_a021,log_enable_tkbk,log_enable_cmd,sv_a010_tkbk,sv_a010_cmd,sv_a011_tkbk,sv_a011_cmd,sv_a012_tkbk,sv_a012_cmd,sv_a013_tkbk,sv_a013_cmd,sv_a014_tkbk,sv_a014_cmd,sv_a015_tkbk,sv_a015_cmd
66707,2757.0,2761.0,0.0,56235.0,8388607.0,-6967.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66780,2754.0,2761.0,0.0,56239.0,8388607.0,-6889.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66870,2760.0,2774.0,0.0,56374.0,8388607.0,-7094.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66976,2755.0,2761.0,0.0,56373.0,8388607.0,-6873.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67066,2754.0,2761.0,0.0,56280.0,8388607.0,-6774.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67155,2754.0,2763.0,0.0,56381.0,8388607.0,-7105.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67247,2757.0,2762.0,0.0,56250.0,8388607.0,-6846.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67326,2755.0,2760.0,0.0,56202.0,8388607.0,-7187.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67402,2764.0,2768.0,0.0,56287.0,8388607.0,-7027.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67508,2757.0,2759.0,0.0,56337.0,8388607.0,-6863.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67599,2752.0,2764.0,0.0,56176.0,8388607.0,-6886.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67691,2750.0,2765.0,0.0,56262.0,8388607.0,-6805.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67782,2758.0,2762.0,0.0,56266.0,8388607.0,-6958.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67878,2750.0,2762.0,0.0,56148.0,8388607.0,-7051.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67957,2758.0,2767.0,0.0,56214.0,8388607.0,-7038.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68054,2752.0,2761.0,0.0,56194.0,8388607.0,-6817.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
