Time(ms),pt_a003,pt_a009,lc_a016,lc_a017,lc_a018,lc_a019,lc_a020,lc_a021,log_enable_tkbk,log_enable_cmd,sv_a010_tkbk,sv_a010_cmd,sv_a011_tkbk,sv_a011_cmd,sv_a012_tkbk,sv_a012_cmd,sv_a013_tkbk,sv_a013_cmd,sv_a014_tkbk,sv_a014_cmd,sv_a015_tkbk,sv_a015_cmd
2241360,2740.0,2749.0,0.0,2805412.0,8388607.0,-7762.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2241425,2743.0,2751.0,0.0,2796618.0,8388607.0,-7731.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2241517,2740.0,2751.0,0.0,2794177.0,8388607.0,-7762.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2241588,2749.0,2756.0,0.0,2809402.0,8388607.0,-8021.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2241693,2743.0,2755.0,0.0,2802578.0,8388607.0,-7916.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2241763,2738.0,2755.0,0.0,2794074.0,8388607.0,-7764.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2241852,2738.0,2747.0,0.0,2804112.0,8388607.0,-7754.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2241925,2741.0,2754.0,0.0,2802670.0,8388607.0,-7876.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242046,2743.0,2751.0,0.0,2797389.0,8388607.0,-7835.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242122,2743.0,2749.0,0.0,2799682.0,8388607.0,-7679.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242210,2738.0,2752.0,0.0,2798476.0,8388607.0,-7786.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242305,2740.0,2751.0,0.0,2802020.0,8388607.0,-7841.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242412,2743.0,2749.0,0.0,2799939.0,8388607.0,-7812.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242493,2742.0,2751.0,0.0,2798602.0,8388607.0,-7770.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242594,2743.0,2753.0,0.0,2804832.0,8388607.0,-7678.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242678,2741.0,2751.0,0.0,2803577.0,8388607.0,-7824.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242762,2744.0,2754.0,0.0,2799962.0,8388607.0,-7516.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242839,2742.0,2750.0,0.0,2800850.0,8388607.0,-7850.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2242933,2742.0,2751.0,0.0,2801517.0,8388607.0,-7700.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243013,2743.0,2750.0,0.0,2798423.0,8388607.0,-7533.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243113,2742.0,2753.0,0.0,2806264.0,8388607.0,-7841.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243191,2743.0,2752.0,0.0,2799624.0,8388607.0,-7675.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243281,2745.0,2749.0,0.0,2795503.0,8388607.0,-7786.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243363,2745.0,2753.0,0.0,2800138.0,8388607.0,-7760.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243441,2740.0,2751.0,0.0,2801853.0,8388607.0,-7856.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243524,2741.0,2751.0,0.0,2799456.0,8388607.0,-7403.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243604,2738.0,2753.0,0.0,2798872.0,8388607.0,-7775.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243690,2745.0,2753.0,0.0,2801956.0,8388607.0,-7922.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243800,2739.0,2748.0,0.0,2799920.0,8388607.0,-7802.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243880,2741.0,2750.0,0.0,2804556.0,8388607.0,-7770.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243971,2740.0,2752.0,0.0,2798760.0,8388607.0,-7688.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244063,2739.0,2749.0,0.0,2799836.0,8388607.0,-7713.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244154,2737.0,2752.0,0.0,2803355.0,8388607.0,-7827.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244250,2741.0,2751.0,0.0,2797345.0,8388607.0,-7501.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244344,2739.0,2751.0,0.0,2798034.0,8388607.0,-7600.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244419,2742.0,2747.0,0.0,2797189.0,8388607.0,-7750.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244510,2742.0,2751.0,0.0,2795465.0,8388607.0,-7442.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244605,2740.0,2749.0,0.0,2800526.0,8388607.0,-7929.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244702,2739.0,2748.0,0.0,2800893.0,8388607.0,-7935.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244785,2738.0,2751.0,0.0,2795242.0,8388607.0,-7714.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244879,2737.0,2749.0,0.0,2804639.0,8388607.0,-7804.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2244961,2745.0,2750.0,0.0,2802731.0,8388607.0,-7766.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245057,2739.0,2751.0,0.0,2795911.0,8388607.0,-7935.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245135,2739.0,2750.0,0.0,2797430.0,8388607.0,-7712.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245232,2738.0,2752.0,0.0,2800487.0,8388607.0,-7867.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245330,2739.0,2752.0,0.0,2796212.0,8388607.0,-7812.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245427,2743.0,2751.0,0.0,2794183.0,8388607.0,-7801.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245494,2738.0,2753.0,0.0,2800615.0,8388607.0,-7706.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245588,2739.0,2751.0,0.0,2802018.0,8388607.0,-7826.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245666,2738.0,2749.0,0.0,2795554.0,8388607.0,-7619.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245764,2739.0,2749.0,0.0,2792822.0,8388607.0,-7747.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245846,2741.0,2753.0,0.0,2803910.0,8388607.0,-7744.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2245923,2737.0,2750.0,0.0,2802474.0,8388607.0,-7570.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2246002,2746.0,2751.0,0.0,2794950.0,8388607.0,-7762.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2246094,2741.0,2755.0,0.0,2797851.0,8388607.0,-7862.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2246188,2741.0,2748.0,0.0,2802106.0,8388607.0,-7832.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2246287,2745.0,2745.0,0.0,2796177.0,8388607.0,-7741.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2246366,2739.0,2748.0,0.0,2792287.0,8388607.0,-7998.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2246476,2743.0,2746.0,0.0,2799939.0,8388607.0,-7966.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2246553,2741.0,2748.0,0.0,2799308.0,8388607.0,-7868.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2246661,2743.0,2749.0,0.0,2794703.0,8388607.0,-7781.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
