Time(ms),pt_a003,pt_a009,lc_a016,lc_a017,lc_a018,lc_a019,lc_a020,lc_a021,log_enable_tkbk,log_enable_cmd,sv_a010_tkbk,sv_a010_cmd,sv_a011_tkbk,sv_a011_cmd,sv_a012_tkbk,sv_a012_cmd,sv_a013_tkbk,sv_a013_cmd,sv_a014_tkbk,sv_a014_cmd,sv_a015_tkbk,sv_a015_cmd
1959918,2742.0,2749.0,0.0,1419639.0,8388607.0,-7872.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1959992,2742.0,2752.0,0.0,1419860.0,8388607.0,-7459.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960100,2737.0,2751.0,0.0,1421241.0,8388607.0,-7361.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960172,2738.0,2751.0,0.0,1419236.0,8388607.0,-7445.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960242,2739.0,2751.0,0.0,1419807.0,8388607.0,-7410.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960333,2745.0,2756.0,0.0,1424293.0,8388607.0,-7411.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960442,2738.0,2752.0,0.0,1418197.0,8388607.0,-7498.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960499,2745.0,2749.0,0.0,1419200.0,8388607.0,-7346.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960591,2737.0,2749.0,0.0,1425722.0,8388607.0,-7343.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960662,2748.0,2752.0,0.0,1421182.0,8388607.0,-7608.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960784,2740.0,2751.0,0.0,1416115.0,8388607.0,-7483.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960860,2740.0,2752.0,0.0,1421426.0,8388607.0,-7641.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960981,2738.0,2748.0,0.0,1419355.0,8388607.0,-7505.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961041,2738.0,2751.0,0.0,1421632.0,8388607.0,-7605.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961134,2743.0,2750.0,0.0,1419760.0,8388607.0,-7449.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961226,2742.0,2752.0,0.0,1418656.0,8388607.0,-7409.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961317,2742.0,2750.0,0.0,1423471.0,8388607.0,-7535.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961408,2738.0,2752.0,0.0,1424945.0,8388607.0,-7570.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961497,2739.0,2751.0,0.0,1416433.0,8388607.0,-7415.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961569,2740.0,2750.0,0.0,1420566.0,8388607.0,-7344.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961675,2737.0,2752.0,0.0,1424541.0,8388607.0,-7433.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961748,2738.0,2752.0,0.0,1420159.0,8388607.0,-7474.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961855,2740.0,2750.0,0.0,1421789.0,8388607.0,-7491.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1961919,2740.0,2752.0,0.0,1419364.0,8388607.0,-7616.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962008,2742.0,2748.0,0.0,1420781.0,8388607.0,-7554.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962081,2745.0,2756.0,0.0,1421112.0,8388607.0,-7386.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962186,2739.0,2754.0,0.0,1420860.0,8388607.0,-7402.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962256,2741.0,2747.0,0.0,1419353.0,8388607.0,-7685.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962347,2742.0,2748.0,0.0,1421404.0,8388607.0,-7578.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962416,2745.0,2759.0,0.0,1423492.0,8388607.0,-7535.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1962534,2740.0,2749.0,0.0,1418590.0,8388607.0,-7421.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
