Time(ms),pt_a003,pt_a009,lc_a016,lc_a017,lc_a018,lc_a019,lc_a020,lc_a021,log_enable_tkbk,log_enable_cmd,sv_a010_tkbk,sv_a010_cmd,sv_a011_tkbk,sv_a011_cmd,sv_a012_tkbk,sv_a012_cmd,sv_a013_tkbk,sv_a013_cmd,sv_a014_tkbk,sv_a014_cmd,sv_a015_tkbk,sv_a015_cmd
2132330,2739.0,2752.0,0.0,2488525.0,8388607.0,-7674.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2132423,2740.0,2753.0,0.0,2488401.0,8388607.0,-7623.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2132513,2742.0,2751.0,0.0,2489302.0,8388607.0,-7480.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2132604,2742.0,2751.0,0.0,2494643.0,8388607.0,-7613.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2132674,2740.0,2752.0,0.0,2493119.0,8388607.0,-7543.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2132762,2740.0,2752.0,0.0,2489738.0,8388607.0,-7862.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2132853,2746.0,2754.0,0.0,2481869.0,8388607.0,-7714.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2132948,2740.0,2751.0,0.0,2492484.0,8388607.0,-7700.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133030,2742.0,2747.0,0.0,2496170.0,8388607.0,-7699.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133117,2741.0,2751.0,0.0,2487992.0,8388607.0,-7777.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133206,2741.0,2749.0,0.0,2487549.0,8388607.0,-7571.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133315,2745.0,2752.0,0.0,2491495.0,8388607.0,-7612.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133395,2745.0,2754.0,0.0,2494884.0,8388607.0,-7466.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133497,2739.0,2751.0,0.0,2490282.0,8388607.0,-7428.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133575,2743.0,2751.0,0.0,2485827.0,8388607.0,-7745.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133683,2742.0,2752.0,0.0,2493304.0,8388607.0,-7613.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133757,2741.0,2754.0,0.0,2489631.0,8388607.0,-7634.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133847,2742.0,2752.0,0.0,2486527.0,8388607.0,-7490.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2133937,2740.0,2752.0,0.0,2490830.0,8388607.0,-7670.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134050,2745.0,2751.0,0.0,2486250.0,8388607.0,-7475.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134126,2741.0,2753.0,0.0,2487605.0,8388607.0,-7589.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134231,2745.0,2754.0,0.0,2488268.0,8388607.0,-7748.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134307,2741.0,2751.0,0.0,2488367.0,8388607.0,-7710.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134417,2743.0,2749.0,0.0,2489868.0,8388607.0,-7499.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134499,2739.0,2749.0,0.0,2489196.0,8388607.0,-7594.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134590,2742.0,2750.0,0.0,2485691.0,8388607.0,-7873.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134678,2743.0,2751.0,0.0,2491745.0,8388607.0,-7586.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
